tag,fit,condition,generic,type,sample,combine,outcome,detail
"live","hetero.base","method:extract.bart","extract","ppd","test","TRUE","accepted","matrix/array 6x12"
"live","hetero.base","method:extract.bart","extract","ppd","test","FALSE","accepted","matrix/array 6x12"
"live","hetero.base","method:extract.bart","extract","ppd","zzz-bad-sample","TRUE","refused","sample must be in 'train', 'test'"
"live","hetero.base","method:extract.bart","extract","ppd","zzz-bad-sample","FALSE","refused","sample must be in 'train', 'test'"
"live","hetero.base","method:extract.bart","extract","bart","train","TRUE","accepted","matrix/array 6x40"
"live","hetero.base","method:extract.bart","extract","bart","train","FALSE","accepted","matrix/array 6x40"
"live","hetero.base","method:extract.bart","extract","bart","test","TRUE","accepted","matrix/array 6x12"
"live","hetero.base","method:extract.bart","extract","bart","test","FALSE","accepted","matrix/array 6x12"
"live","hetero.base","method:extract.bart","extract","bart","zzz-bad-sample","TRUE","refused","sample must be in 'train', 'test'"
"live","hetero.base","method:extract.bart","extract","bart","zzz-bad-sample","FALSE","refused","sample must be in 'train', 'test'"
"live","hetero.base","method:extract.bart","extract","loglik","train","TRUE","accepted","matrix/array 6x40"
"live","hetero.base","method:extract.bart","extract","loglik","train","FALSE","accepted","matrix/array 6x40"
"live","hetero.base","method:extract.bart","extract","loglik","test","TRUE","refused","cannot extract a test sample log-likelihood; no test response exists"
"live","hetero.base","method:extract.bart","extract","loglik","test","FALSE","refused","cannot extract a test sample log-likelihood; no test response exists"
"live","hetero.base","method:extract.bart","extract","loglik","zzz-bad-sample","TRUE","refused","sample must be in 'train', 'test'"
"live","hetero.base","method:extract.bart","extract","loglik","zzz-bad-sample","FALSE","refused","sample must be in 'train', 'test'"
"live","hetero.base","method:extract.bart","extract","trees","train","TRUE","error-without-reason","unused argument (combineChains = TRUE)"
"live","hetero.base","method:extract.bart","extract","trees","train","FALSE","error-without-reason","unused argument (combineChains = FALSE)"
"live","hetero.base","method:extract.bart","extract","trees","test","TRUE","error-without-reason","unused argument (combineChains = TRUE)"
"live","hetero.base","method:extract.bart","extract","trees","test","FALSE","error-without-reason","unused argument (combineChains = FALSE)"
"live","hetero.base","method:extract.bart","extract","trees","zzz-bad-sample","TRUE","error-without-reason","unused argument (combineChains = TRUE)"
"live","hetero.base","method:extract.bart","extract","trees","zzz-bad-sample","FALSE","error-without-reason","unused argument (combineChains = FALSE)"
"live","hetero.base","method:extract.bart","extract","forest","train","TRUE","refused","type = ""forest"" is only available on a fit with per-forest reporting (an amplitude-coupled multi-forest fit); this fit has none"
"live","hetero.base","method:extract.bart","extract","forest","train","FALSE","refused","type = ""forest"" is only available on a fit with per-forest reporting (an amplitude-coupled multi-forest fit); this fit has none"
"live","hetero.base","method:extract.bart","extract","forest","test","TRUE","refused","type = ""forest"" is only available on a fit with per-forest reporting (an amplitude-coupled multi-forest fit); this fit has none"
"live","hetero.base","method:extract.bart","extract","forest","test","FALSE","refused","type = ""forest"" is only available on a fit with per-forest reporting (an amplitude-coupled multi-forest fit); this fit has none"
"live","hetero.base","method:extract.bart","extract","forest","zzz-bad-sample","TRUE","refused","sample must be in 'train', 'test'"
"live","hetero.base","method:extract.bart","extract","forest","zzz-bad-sample","FALSE","refused","sample must be in 'train', 'test'"
"live","hetero.base","method:extract.bart","extract","zzz-bad-type","train","TRUE","refused","type must be in 'ev', 'ppd', 'bart', 'loglik', 'trees', 'forest'"
"live","hetero.base","method:extract.bart","extract","zzz-bad-type","train","FALSE","refused","type must be in 'ev', 'ppd', 'bart', 'loglik', 'trees', 'forest'"
"live","hetero.base","method:extract.bart","extract","zzz-bad-type","test","TRUE","refused","type must be in 'ev', 'ppd', 'bart', 'loglik', 'trees', 'forest'"
"live","hetero.base","method:extract.bart","extract","zzz-bad-type","test","FALSE","refused","type must be in 'ev', 'ppd', 'bart', 'loglik', 'trees', 'forest'"
"live","hetero.base","method:extract.bart","extract","zzz-bad-type","zzz-bad-sample","TRUE","refused","type must be in 'ev', 'ppd', 'bart', 'loglik', 'trees', 'forest'"
"live","hetero.base","method:extract.bart","extract","zzz-bad-type","zzz-bad-sample","FALSE","refused","type must be in 'ev', 'ppd', 'bart', 'loglik', 'trees', 'forest'"
"live","hetero.base","method:fitted.bart","fitted","ev","train","","accepted","numeric len40"
"live","hetero.base","method:fitted.bart","fitted","ev","test","","accepted","numeric len12"
"live","hetero.base","method:fitted.bart","fitted","ev","zzz-bad-sample","","refused","sample must be in 'train', 'test'"
"live","hetero.base","method:fitted.bart","fitted","ppd","train","","accepted","numeric len40"
"live","hetero.base","method:fitted.bart","fitted","ppd","test","","accepted","numeric len12"
"live","hetero.base","method:fitted.bart","fitted","ppd","zzz-bad-sample","","refused","sample must be in 'train', 'test'"
"live","hetero.base","method:fitted.bart","fitted","bart","train","","accepted","numeric len40"
"live","hetero.base","method:fitted.bart","fitted","bart","test","","accepted","numeric len12"
"live","hetero.base","method:fitted.bart","fitted","bart","zzz-bad-sample","","refused","sample must be in 'train', 'test'"
"live","hetero.base","method:fitted.bart","fitted","zzz-bad-type","train","","refused","type must be in 'ev', 'ppd', 'bart'"
"live","hetero.base","method:fitted.bart","fitted","zzz-bad-type","test","","refused","type must be in 'ev', 'ppd', 'bart'"
"live","hetero.base","method:fitted.bart","fitted","zzz-bad-type","zzz-bad-sample","","refused","type must be in 'ev', 'ppd', 'bart'"
"live","hetero.base","method:residuals.bart","residuals","ev","","","accepted","numeric len40"
"live","hetero.base","method:residuals.bart","residuals","zzz-bad-type","","","refused","type must be in 'ev', 'ppd', 'bart'"
"live","hetero.base","method:summary.bart","summary","","","","accepted","summary.bart len3"
"live","hetero.base","method:print.bart","print","","","","accepted","bart len15"
"live","hetero.base","method:plot.bart","plot","","","","accepted","NULL"
"live","hetero.base","method:plotTree.bart","plotTree","","","","accepted","NULL"
"live","hetero.base","method:survivalProbabilities.bart","survivalProbabilities","","","TRUE","refused","survivalProbabilities requires an aft (survival) fit"
"live","hetero.base","method:survivalProbabilities.bart","survivalProbabilities","","","FALSE","refused","survivalProbabilities requires an aft (survival) fit"
"live","hetero.base","method:as_draws_array.bart","as_draws_array","","","","accepted","draws_array/draws/array 6x1x1 dn=[{1,2,3,...},{1},{mean.s}]"
"live","hetero.base","method:as_draws_df.bart","as_draws_df","","","","accepted","draws_df/draws/tbl_df/tbl/data.frame 6x4 dn=[{1,2,3,...},{mean.s,.chain,.iteration,...}]"
"live","hetero.kT0","build","","","","","built","class=bart"
"live","hetero.kT0","fields","documented-present","","","","info","call;yhat.train;yhat.test;yhat.train.mean;yhat.test.mean;sigma;first.sigma;varcount;sigest;resid.dist;y;n.chains;family"
"live","hetero.kT0","fields","documented-absent","","","","info","fit"
"live","hetero.kT0","fields","all-names","","","","info","call;family;resid.dist;first.sigma;sigma;sigest;yhat.train;yhat.train.mean;yhat.test;yhat.test.mean;s.train;s.test;varcount;y;n.chains"
"live","hetero.kT0","method:predict.bart","predict","ev","","TRUE","refused","predict requires bart to be called with 'keeptrees' == TRUE"
"live","hetero.kT0","method:predict.bart","predict","ev","","FALSE","refused","predict requires bart to be called with 'keeptrees' == TRUE"
"live","hetero.kT0","method:predict.bart","predict","ppd","","TRUE","refused","predict requires bart to be called with 'keeptrees' == TRUE"
"live","hetero.kT0","method:predict.bart","predict","ppd","","FALSE","refused","predict requires bart to be called with 'keeptrees' == TRUE"
"live","hetero.kT0","method:predict.bart","predict","bart","","TRUE","refused","predict requires bart to be called with 'keeptrees' == TRUE"
"live","hetero.kT0","method:predict.bart","predict","bart","","FALSE","refused","predict requires bart to be called with 'keeptrees' == TRUE"
"live","hetero.kT0","method:predict.bart","predict","forest","","TRUE","refused","predict requires bart to be called with 'keeptrees' == TRUE"
"live","hetero.kT0","method:predict.bart","predict","forest","","FALSE","refused","predict requires bart to be called with 'keeptrees' == TRUE"
"live","hetero.kT0","method:predict.bart","predict","zzz-bad-type","","TRUE","refused","predict requires bart to be called with 'keeptrees' == TRUE"
"live","hetero.kT0","method:predict.bart","predict","zzz-bad-type","","FALSE","refused","predict requires bart to be called with 'keeptrees' == TRUE"
"live","hetero.kT0","method:extract.bart","extract","ev","train","TRUE","accepted","matrix/array 6x40"
"live","hetero.kT0","method:extract.bart","extract","ev","train","FALSE","accepted","matrix/array 6x40"
"live","hetero.kT0","method:extract.bart","extract","ev","test","TRUE","accepted","matrix/array 6x12"
"live","hetero.kT0","method:extract.bart","extract","ev","test","FALSE","accepted","matrix/array 6x12"
"live","hetero.kT0","method:extract.bart","extract","ev","zzz-bad-sample","TRUE","refused","sample must be in 'train', 'test'"
"live","hetero.kT0","method:extract.bart","extract","ev","zzz-bad-sample","FALSE","refused","sample must be in 'train', 'test'"
"live","hetero.kT0","method:extract.bart","extract","ppd","train","TRUE","accepted","matrix/array 6x40"
"live","hetero.kT0","method:extract.bart","extract","ppd","train","FALSE","accepted","matrix/array 6x40"
"live","hetero.kT0","method:extract.bart","extract","ppd","test","TRUE","accepted","matrix/array 6x12"
"live","hetero.kT0","method:extract.bart","extract","ppd","test","FALSE","accepted","matrix/array 6x12"
"live","hetero.kT0","method:extract.bart","extract","ppd","zzz-bad-sample","TRUE","refused","sample must be in 'train', 'test'"
"live","hetero.kT0","method:extract.bart","extract","ppd","zzz-bad-sample","FALSE","refused","sample must be in 'train', 'test'"
"live","hetero.kT0","method:extract.bart","extract","bart","train","TRUE","accepted","matrix/array 6x40"
"live","hetero.kT0","method:extract.bart","extract","bart","train","FALSE","accepted","matrix/array 6x40"
"live","hetero.kT0","method:extract.bart","extract","bart","test","TRUE","accepted","matrix/array 6x12"
"live","hetero.kT0","method:extract.bart","extract","bart","test","FALSE","accepted","matrix/array 6x12"
"live","hetero.kT0","method:extract.bart","extract","bart","zzz-bad-sample","TRUE","refused","sample must be in 'train', 'test'"
"live","hetero.kT0","method:extract.bart","extract","bart","zzz-bad-sample","FALSE","refused","sample must be in 'train', 'test'"
"live","hetero.kT0","method:extract.bart","extract","loglik","train","TRUE","accepted","matrix/array 6x40"
"live","hetero.kT0","method:extract.bart","extract","loglik","train","FALSE","accepted","matrix/array 6x40"
"live","hetero.kT0","method:extract.bart","extract","loglik","test","TRUE","refused","cannot extract a test sample log-likelihood; no test response exists"
"live","hetero.kT0","method:extract.bart","extract","loglik","test","FALSE","refused","cannot extract a test sample log-likelihood; no test response exists"
"live","hetero.kT0","method:extract.bart","extract","loglik","zzz-bad-sample","TRUE","refused","sample must be in 'train', 'test'"
"live","hetero.kT0","method:extract.bart","extract","loglik","zzz-bad-sample","FALSE","refused","sample must be in 'train', 'test'"
"live","hetero.kT0","method:extract.bart","extract","trees","train","TRUE","refused","extracting trees requires bart to be called with 'keeptrees' == TRUE"
"live","hetero.kT0","method:extract.bart","extract","trees","train","FALSE","refused","extracting trees requires bart to be called with 'keeptrees' == TRUE"
"live","hetero.kT0","method:extract.bart","extract","trees","test","TRUE","refused","extracting trees requires bart to be called with 'keeptrees' == TRUE"
"live","hetero.kT0","method:extract.bart","extract","trees","test","FALSE","refused","extracting trees requires bart to be called with 'keeptrees' == TRUE"
"live","hetero.kT0","method:extract.bart","extract","trees","zzz-bad-sample","TRUE","refused","extracting trees requires bart to be called with 'keeptrees' == TRUE"
"live","hetero.kT0","method:extract.bart","extract","trees","zzz-bad-sample","FALSE","refused","extracting trees requires bart to be called with 'keeptrees' == TRUE"
"live","hetero.kT0","method:extract.bart","extract","forest","train","TRUE","refused","type = ""forest"" is only available on a fit with per-forest reporting (an amplitude-coupled multi-forest fit); this fit has none"
"live","hetero.kT0","method:extract.bart","extract","forest","train","FALSE","refused","type = ""forest"" is only available on a fit with per-forest reporting (an amplitude-coupled multi-forest fit); this fit has none"
"live","hetero.kT0","method:extract.bart","extract","forest","test","TRUE","refused","type = ""forest"" is only available on a fit with per-forest reporting (an amplitude-coupled multi-forest fit); this fit has none"
"live","hetero.kT0","method:extract.bart","extract","forest","test","FALSE","refused","type = ""forest"" is only available on a fit with per-forest reporting (an amplitude-coupled multi-forest fit); this fit has none"
"live","hetero.kT0","method:extract.bart","extract","forest","zzz-bad-sample","TRUE","refused","sample must be in 'train', 'test'"
"live","hetero.kT0","method:extract.bart","extract","forest","zzz-bad-sample","FALSE","refused","sample must be in 'train', 'test'"
"live","hetero.kT0","method:extract.bart","extract","zzz-bad-type","train","TRUE","refused","type must be in 'ev', 'ppd', 'bart', 'loglik', 'trees', 'forest'"
"live","hetero.kT0","method:extract.bart","extract","zzz-bad-type","train","FALSE","refused","type must be in 'ev', 'ppd', 'bart', 'loglik', 'trees', 'forest'"
"live","hetero.kT0","method:extract.bart","extract","zzz-bad-type","test","TRUE","refused","type must be in 'ev', 'ppd', 'bart', 'loglik', 'trees', 'forest'"
"live","hetero.kT0","method:extract.bart","extract","zzz-bad-type","test","FALSE","refused","type must be in 'ev', 'ppd', 'bart', 'loglik', 'trees', 'forest'"
"live","hetero.kT0","method:extract.bart","extract","zzz-bad-type","zzz-bad-sample","TRUE","refused","type must be in 'ev', 'ppd', 'bart', 'loglik', 'trees', 'forest'"
"live","hetero.kT0","method:extract.bart","extract","zzz-bad-type","zzz-bad-sample","FALSE","refused","type must be in 'ev', 'ppd', 'bart', 'loglik', 'trees', 'forest'"
"live","hetero.kT0","method:fitted.bart","fitted","ev","train","","accepted","numeric len40"
"live","hetero.kT0","method:fitted.bart","fitted","ev","test","","accepted","numeric len12"
"live","hetero.kT0","method:fitted.bart","fitted","ev","zzz-bad-sample","","refused","sample must be in 'train', 'test'"
"live","hetero.kT0","method:fitted.bart","fitted","ppd","train","","accepted","numeric len40"
"live","hetero.kT0","method:fitted.bart","fitted","ppd","test","","accepted","numeric len12"
"live","hetero.kT0","method:fitted.bart","fitted","ppd","zzz-bad-sample","","refused","sample must be in 'train', 'test'"
"live","hetero.kT0","method:fitted.bart","fitted","bart","train","","accepted","numeric len40"
"live","hetero.kT0","method:fitted.bart","fitted","bart","test","","accepted","numeric len12"
"live","hetero.kT0","method:fitted.bart","fitted","bart","zzz-bad-sample","","refused","sample must be in 'train', 'test'"
"live","hetero.kT0","method:fitted.bart","fitted","zzz-bad-type","train","","refused","type must be in 'ev', 'ppd', 'bart'"
"live","hetero.kT0","method:fitted.bart","fitted","zzz-bad-type","test","","refused","type must be in 'ev', 'ppd', 'bart'"
"live","hetero.kT0","method:fitted.bart","fitted","zzz-bad-type","zzz-bad-sample","","refused","type must be in 'ev', 'ppd', 'bart'"
"live","hetero.kT0","method:residuals.bart","residuals","ev","","","accepted","numeric len40"
"live","hetero.kT0","method:residuals.bart","residuals","zzz-bad-type","","","refused","type must be in 'ev', 'ppd', 'bart'"
"live","hetero.kT0","method:summary.bart","summary","","","","accepted","summary.bart len3"
"live","hetero.kT0","method:print.bart","print","","","","accepted","bart len15"
"live","hetero.kT0","method:plot.bart","plot","","","","accepted","NULL"
"live","hetero.kT0","method:plotTree.bart","plotTree","","","","refused","plotTree requires the trees to be kept: fit with keeptrees/keepTrees = TRUE"
"live","hetero.kT0","method:survivalProbabilities.bart","survivalProbabilities","","","TRUE","refused","survivalProbabilities requires an aft (survival) fit"
"live","hetero.kT0","method:survivalProbabilities.bart","survivalProbabilities","","","FALSE","refused","survivalProbabilities requires an aft (survival) fit"
"live","hetero.kT0","method:as_draws_array.bart","as_draws_array","","","","accepted","draws_array/draws/array 6x1x1 dn=[{1,2,3,...},{1},{mean.s}]"
"live","hetero.kT0","method:as_draws_df.bart","as_draws_df","","","","accepted","draws_df/draws/tbl_df/tbl/data.frame 6x4 dn=[{1,2,3,...},{mean.s,.chain,.iteration,...}]"
"live","hetero.nc2u","build","","","","","built","class=bart"
"live","hetero.nc2u","fields","documented-present","","","","info","call;yhat.train;yhat.test;yhat.train.mean;yhat.test.mean;sigma;first.sigma;varcount;sigest;resid.dist;y;fit;family"
"live","hetero.nc2u","fields","documented-absent","","","","info","n.chains"
"live","hetero.nc2u","fields","all-names","","","","info","call;family;resid.dist;first.sigma;sigma;sigest;yhat.train;yhat.train.mean;yhat.test;yhat.test.mean;s.train;s.test;varcount;y;fit"
"live","hetero.nc2u","method:predict.bart","predict","ev","","TRUE","accepted","matrix/array 12x12  attrs=[s]"
"live","hetero.nc2u","method:predict.bart","predict","ev","","FALSE","accepted","array 2x6x12  attrs=[s]"
"live","hetero.nc2u","method:predict.bart","predict","ppd","","TRUE","accepted","matrix/array 12x12  attrs=[s]"
"live","hetero.nc2u","method:predict.bart","predict","ppd","","FALSE","accepted","array 2x6x12  attrs=[s]"
"live","hetero.nc2u","method:predict.bart","predict","bart","","TRUE","accepted","matrix/array 12x12  attrs=[s]"
"live","hetero.nc2u","method:predict.bart","predict","bart","","FALSE","accepted","array 2x6x12  attrs=[s]"
"live","hetero.nc2u","method:predict.bart","predict","forest","","TRUE","refused","type = ""forest"" is only available on a fit with per-forest reporting (an amplitude-coupled multi-forest fit); this fit has none"
"live","hetero.nc2u","method:predict.bart","predict","forest","","FALSE","refused","type = ""forest"" is only available on a fit with per-forest reporting (an amplitude-coupled multi-forest fit); this fit has none"
"live","hetero.nc2u","method:predict.bart","predict","zzz-bad-type","","TRUE","refused","type must be in 'ev', 'ppd', 'bart', 'forest'"
"live","hetero.nc2u","method:predict.bart","predict","zzz-bad-type","","FALSE","refused","type must be in 'ev', 'ppd', 'bart', 'forest'"
"live","hetero.nc2u","method:extract.bart","extract","ev","train","TRUE","accepted","matrix/array 12x40"
"live","hetero.nc2u","method:extract.bart","extract","ev","train","FALSE","accepted","array 2x6x40"
"live","hetero.nc2u","method:extract.bart","extract","ev","test","TRUE","accepted","matrix/array 12x12"
"live","hetero.nc2u","method:extract.bart","extract","ev","test","FALSE","accepted","array 2x6x12"
"live","hetero.nc2u","method:extract.bart","extract","ev","zzz-bad-sample","TRUE","refused","sample must be in 'train', 'test'"
"live","hetero.nc2u","method:extract.bart","extract","ev","zzz-bad-sample","FALSE","refused","sample must be in 'train', 'test'"
"live","hetero.nc2u","method:extract.bart","extract","ppd","train","TRUE","accepted","matrix/array 12x40"
"live","hetero.nc2u","method:extract.bart","extract","ppd","train","FALSE","accepted","array 2x6x40"
"live","hetero.nc2u","method:extract.bart","extract","ppd","test","TRUE","accepted","matrix/array 12x12"
"live","hetero.nc2u","method:extract.bart","extract","ppd","test","FALSE","accepted","array 2x6x12"
"live","hetero.nc2u","method:extract.bart","extract","ppd","zzz-bad-sample","TRUE","refused","sample must be in 'train', 'test'"
"live","hetero.nc2u","method:extract.bart","extract","ppd","zzz-bad-sample","FALSE","refused","sample must be in 'train', 'test'"
"live","hetero.nc2u","method:extract.bart","extract","bart","train","TRUE","accepted","matrix/array 12x40"
"live","hetero.nc2u","method:extract.bart","extract","bart","train","FALSE","accepted","array 2x6x40"
"live","hetero.nc2u","method:extract.bart","extract","bart","test","TRUE","accepted","matrix/array 12x12"
"live","hetero.nc2u","method:extract.bart","extract","bart","test","FALSE","accepted","array 2x6x12"
"live","hetero.nc2u","method:extract.bart","extract","bart","zzz-bad-sample","TRUE","refused","sample must be in 'train', 'test'"
"live","hetero.nc2u","method:extract.bart","extract","bart","zzz-bad-sample","FALSE","refused","sample must be in 'train', 'test'"
"live","hetero.nc2u","method:extract.bart","extract","loglik","train","TRUE","accepted","matrix/array 12x40"
"live","hetero.nc2u","method:extract.bart","extract","loglik","train","FALSE","accepted","array 2x6x40"
"live","hetero.nc2u","method:extract.bart","extract","loglik","test","TRUE","refused","cannot extract a test sample log-likelihood; no test response exists"
"live","hetero.nc2u","method:extract.bart","extract","loglik","test","FALSE","refused","cannot extract a test sample log-likelihood; no test response exists"
"live","hetero.nc2u","method:extract.bart","extract","loglik","zzz-bad-sample","TRUE","refused","sample must be in 'train', 'test'"
"live","hetero.nc2u","method:extract.bart","extract","loglik","zzz-bad-sample","FALSE","refused","sample must be in 'train', 'test'"
"live","hetero.nc2u","method:extract.bart","extract","trees","train","TRUE","error-without-reason","unused argument (combineChains = TRUE)"
"live","hetero.nc2u","method:extract.bart","extract","trees","train","FALSE","error-without-reason","unused argument (combineChains = FALSE)"
"live","hetero.nc2u","method:extract.bart","extract","trees","test","TRUE","error-without-reason","unused argument (combineChains = TRUE)"
"live","hetero.nc2u","method:extract.bart","extract","trees","test","FALSE","error-without-reason","unused argument (combineChains = FALSE)"
"live","hetero.nc2u","method:extract.bart","extract","trees","zzz-bad-sample","TRUE","error-without-reason","unused argument (combineChains = TRUE)"
"live","hetero.nc2u","method:extract.bart","extract","trees","zzz-bad-sample","FALSE","error-without-reason","unused argument (combineChains = FALSE)"
"live","hetero.nc2u","method:extract.bart","extract","forest","train","TRUE","refused","type = ""forest"" is only available on a fit with per-forest reporting (an amplitude-coupled multi-forest fit); this fit has none"
"live","hetero.nc2u","method:extract.bart","extract","forest","train","FALSE","refused","type = ""forest"" is only available on a fit with per-forest reporting (an amplitude-coupled multi-forest fit); this fit has none"
"live","hetero.nc2u","method:extract.bart","extract","forest","test","TRUE","refused","type = ""forest"" is only available on a fit with per-forest reporting (an amplitude-coupled multi-forest fit); this fit has none"
"live","hetero.nc2u","method:extract.bart","extract","forest","test","FALSE","refused","type = ""forest"" is only available on a fit with per-forest reporting (an amplitude-coupled multi-forest fit); this fit has none"
"live","hetero.nc2u","method:extract.bart","extract","forest","zzz-bad-sample","TRUE","refused","sample must be in 'train', 'test'"
"live","hetero.nc2u","method:extract.bart","extract","forest","zzz-bad-sample","FALSE","refused","sample must be in 'train', 'test'"
"live","hetero.nc2u","method:extract.bart","extract","zzz-bad-type","train","TRUE","refused","type must be in 'ev', 'ppd', 'bart', 'loglik', 'trees', 'forest'"
"live","hetero.nc2u","method:extract.bart","extract","zzz-bad-type","train","FALSE","refused","type must be in 'ev', 'ppd', 'bart', 'loglik', 'trees', 'forest'"
"live","hetero.nc2u","method:extract.bart","extract","zzz-bad-type","test","TRUE","refused","type must be in 'ev', 'ppd', 'bart', 'loglik', 'trees', 'forest'"
"live","hetero.nc2u","method:extract.bart","extract","zzz-bad-type","test","FALSE","refused","type must be in 'ev', 'ppd', 'bart', 'loglik', 'trees', 'forest'"
"live","hetero.nc2u","method:extract.bart","extract","zzz-bad-type","zzz-bad-sample","TRUE","refused","type must be in 'ev', 'ppd', 'bart', 'loglik', 'trees', 'forest'"
"live","hetero.nc2u","method:extract.bart","extract","zzz-bad-type","zzz-bad-sample","FALSE","refused","type must be in 'ev', 'ppd', 'bart', 'loglik', 'trees', 'forest'"
"live","hetero.nc2u","method:fitted.bart","fitted","ev","train","","accepted","numeric len40"
"live","hetero.nc2u","method:fitted.bart","fitted","ev","test","","accepted","numeric len12"
"live","hetero.nc2u","method:fitted.bart","fitted","ev","zzz-bad-sample","","refused","sample must be in 'train', 'test'"
"live","hetero.nc2u","method:fitted.bart","fitted","ppd","train","","accepted","numeric len40"
"live","hetero.nc2u","method:fitted.bart","fitted","ppd","test","","accepted","numeric len12"
"live","hetero.nc2u","method:fitted.bart","fitted","ppd","zzz-bad-sample","","refused","sample must be in 'train', 'test'"
"live","hetero.nc2u","method:fitted.bart","fitted","bart","train","","accepted","numeric len40"
"live","hetero.nc2u","method:fitted.bart","fitted","bart","test","","accepted","numeric len12"
"live","hetero.nc2u","method:fitted.bart","fitted","bart","zzz-bad-sample","","refused","sample must be in 'train', 'test'"
"live","hetero.nc2u","method:fitted.bart","fitted","zzz-bad-type","train","","refused","type must be in 'ev', 'ppd', 'bart'"
"live","hetero.nc2u","method:fitted.bart","fitted","zzz-bad-type","test","","refused","type must be in 'ev', 'ppd', 'bart'"
"live","hetero.nc2u","method:fitted.bart","fitted","zzz-bad-type","zzz-bad-sample","","refused","type must be in 'ev', 'ppd', 'bart'"
"live","hetero.nc2u","method:residuals.bart","residuals","ev","","","accepted","numeric len40"
"live","hetero.nc2u","method:residuals.bart","residuals","zzz-bad-type","","","refused","type must be in 'ev', 'ppd', 'bart'"
"live","hetero.nc2u","method:summary.bart","summary","","","","accepted","summary.bart len3"
"live","hetero.nc2u","method:print.bart","print","","","","accepted","bart len15"
"live","hetero.nc2u","method:plot.bart","plot","","","","accepted","NULL"
"live","hetero.nc2u","method:plotTree.bart","plotTree","","","","refused","chainNum required if more than one chain in sampler"
"live","hetero.nc2u","method:survivalProbabilities.bart","survivalProbabilities","","","TRUE","refused","survivalProbabilities requires an aft (survival) fit"
"live","hetero.nc2u","method:survivalProbabilities.bart","survivalProbabilities","","","FALSE","refused","survivalProbabilities requires an aft (survival) fit"
"live","hetero.nc2u","method:as_draws_array.bart","as_draws_array","","","","accepted","draws_array/draws/array 6x2x1 dn=[{1,2,3,...},{1,2},{mean.s}]"
"live","hetero.nc2u","method:as_draws_df.bart","as_draws_df","","","","accepted","draws_df/draws/tbl_df/tbl/data.frame 12x4 dn=[{1,2,3,...},{mean.s,.chain,.iteration,...}]"
"live","student.base","build","","","","","built","class=bart"
"live","student.base","fields","documented-present","","","","info","call;yhat.train;yhat.test;yhat.train.mean;yhat.test.mean;sigma;first.sigma;varcount;sigest;resid.dist;y;fit;family"
"live","student.base","fields","documented-absent","","","","info","n.chains"
"live","student.base","fields","all-names","","","","info","call;family;resid.dist;first.sigma;sigma;sigest;yhat.train;yhat.train.mean;yhat.test;yhat.test.mean;s.train;s.test;varcount;y;resid.df;fit"
"live","student.base","method:predict.bart","predict","ev","","TRUE","accepted","matrix/array 6x12"
"live","student.base","method:predict.bart","predict","ev","","FALSE","accepted","matrix/array 6x12"
"live","student.base","method:predict.bart","predict","ppd","","TRUE","refused","posterior predictive sampling does not support student residuals"
"live","student.base","method:predict.bart","predict","ppd","","FALSE","refused","posterior predictive sampling does not support student residuals"
"live","student.base","method:predict.bart","predict","bart","","TRUE","accepted","matrix/array 6x12"
"live","student.base","method:predict.bart","predict","bart","","FALSE","accepted","matrix/array 6x12"
"live","student.base","method:predict.bart","predict","forest","","TRUE","refused","type = ""forest"" is only available on a fit with per-forest reporting (an amplitude-coupled multi-forest fit); this fit has none"
"live","student.base","method:predict.bart","predict","forest","","FALSE","refused","type = ""forest"" is only available on a fit with per-forest reporting (an amplitude-coupled multi-forest fit); this fit has none"
"live","student.base","method:predict.bart","predict","zzz-bad-type","","TRUE","refused","type must be in 'ev', 'ppd', 'bart', 'forest'"
"live","student.base","method:predict.bart","predict","zzz-bad-type","","FALSE","refused","type must be in 'ev', 'ppd', 'bart', 'forest'"
"live","student.base","method:extract.bart","extract","ev","train","TRUE","accepted","matrix/array 6x40"
"live","student.base","method:extract.bart","extract","ev","train","FALSE","accepted","matrix/array 6x40"
"live","student.base","method:extract.bart","extract","ev","test","TRUE","accepted","matrix/array 6x12"
"live","student.base","method:extract.bart","extract","ev","test","FALSE","accepted","matrix/array 6x12"
"live","student.base","method:extract.bart","extract","ev","zzz-bad-sample","TRUE","refused","sample must be in 'train', 'test'"
"live","student.base","method:extract.bart","extract","ev","zzz-bad-sample","FALSE","refused","sample must be in 'train', 'test'"
"live","student.base","method:extract.bart","extract","ppd","train","TRUE","refused","posterior predictive sampling does not support student residuals"
"live","student.base","method:extract.bart","extract","ppd","train","FALSE","refused","posterior predictive sampling does not support student residuals"
"live","student.base","method:extract.bart","extract","ppd","test","TRUE","refused","posterior predictive sampling does not support student residuals"
"live","student.base","method:extract.bart","extract","ppd","test","FALSE","refused","posterior predictive sampling does not support student residuals"
"live","student.base","method:extract.bart","extract","ppd","zzz-bad-sample","TRUE","refused","sample must be in 'train', 'test'"
"live","student.base","method:extract.bart","extract","ppd","zzz-bad-sample","FALSE","refused","sample must be in 'train', 'test'"
"live","student.base","method:extract.bart","extract","bart","train","TRUE","accepted","matrix/array 6x40"
"live","student.base","method:extract.bart","extract","bart","train","FALSE","accepted","matrix/array 6x40"
"live","student.base","method:extract.bart","extract","bart","test","TRUE","accepted","matrix/array 6x12"
"live","student.base","method:extract.bart","extract","bart","test","FALSE","accepted","matrix/array 6x12"
